trade_date,market_type,underlying,contract_month,wall_first_seen,wall_age,wall_persistence,wall_strength_change,wall_migration_speed,wall_break_count,wall_recovery_count,wall_lifecycle_state
2026-08-12,COMMODITY,al,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,al,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,al,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,al,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,ao,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,ao,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,ao,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,ao,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,ao,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,au,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,au,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,au,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,au,2702,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,b,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,b,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,b,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,b,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,b,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,b,2702,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,b,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,b,2704,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,b,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,b,2706,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,b,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bc,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bc,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,br,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,br,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,br,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,br,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bu,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bu,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bu,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bu,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bz,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bz,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bz,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bz,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bz,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bz,2702,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bz,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bz,2704,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bz,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bz,2706,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,bz,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,c,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,c,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,c,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,c,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,c,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,c,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cs,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cs,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cs,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cs,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cs,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cs,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cu,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cu,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cu,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cu,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cu,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cu,2702,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cu,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,cu,2704,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eb,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eb,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eb,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eb,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eb,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eb,2702,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eb,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eb,2704,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eb,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eb,2706,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eb,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eg,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eg,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eg,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eg,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eg,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eg,2702,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eg,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eg,2704,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eg,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eg,2706,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,eg,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,fu,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,fu,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,fu,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,fu,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,fu,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,i,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,i,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,i,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,i,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,i,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,i,2702,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,i,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,i,2704,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,i,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,i,2706,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,i,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jd,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jd,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jd,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jd,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jd,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jd,2702,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jd,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jd,2704,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jd,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jd,2706,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jd,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jm,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jm,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jm,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jm,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jm,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jm,2702,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jm,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jm,2704,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jm,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jm,2706,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,jm,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,l,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,l,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,l,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,l,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,l,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,l,2702,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,l,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,l,2704,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,l,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,l,2706,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,l,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lc,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lc,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lc,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lc,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lc,2702,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lc,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lc,2704,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lc,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lc,2706,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lg,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lg,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lg,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lg,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lg,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lg,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lh,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lh,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lh,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lh,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lh,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,lh,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,m,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,m,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,m,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,m,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,m,2703,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,m,2705,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,m,2707,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,ni,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,ni,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,ni,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,ni,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,nr,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,nr,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,nr,2611,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,nr,2612,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,nr,2701,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,op,2609,2026-08-12,1,0.0,,,0.0,0.0,new_wall
2026-08-12,COMMODITY,op,2610,2026-08-12,1,0.0,,,0.0,0.0,new_wall
