underlying,contract_month,strike,underlying_price,call_gex,put_gex,net_gex,total_abs_gex,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,avg_iv,avg_delta,avg_gamma,price_wall_score,in_price_range
上证50ETF华夏,8月,3.3,3.057,28179043.49697138,-1887202.57237254,26291840.92459884,30066246.06934392,26143.0,2003.0,28146.0,15749.0,410.0,16159.0,0.0023905,-0.2892,1.0808,0.8290781614692836,False
上证50ETF华夏,8月,3.4,3.057,9898999.29973026,-637186.3649470799,9261812.93478318,10536185.66467734,14957.0,857.0,15814.0,6882.0,102.0,6984.0,0.002686,-0.3447,0.7519,0.6612267425792819,False
上证50ETF华夏,8月,3.5,3.057,5878413.568913041,-2112456.90307392,3765956.6658391207,7990870.471986961,14414.0,3497.0,17911.0,4902.0,103.0,5005.0,0.0030015,-0.376,0.5414,0.6346951424828556,False
上证50ETF华夏,9月,2.65,3.057,639842.4716178598,-16110700.894454395,-15470858.422836535,16750543.366072256,1842.0,41441.0,43283.0,282.0,82537.0,82819.0,0.00119,0.43595,0.39385,0.8442850858555316,False
上证50ETF华夏,9月,2.7,3.057,479659.8573233999,-14353423.26297408,-13873763.405650679,14833083.12029748,1039.0,29356.0,30395.0,198.0,8491.0,8689.0,0.0011745000000000002,0.41155,0.5085999999999999,0.7578078432532128,False
上证50ETF华夏,9月,2.75,3.057,695866.3983004501,-6744648.80946546,-6048782.411165009,7440515.20776591,1181.0,11226.0,12407.0,22.0,6204.0,6226.0,0.0011615,0.38065,0.6367,0.6076984673079964,False
上证50ETF华夏,9月,2.8,3.057,1451572.7622601497,-9280690.524668157,-7829117.762408007,10732263.286928307,2005.0,12904.0,14909.0,233.0,5680.0,5913.0,0.0011585,0.3421,0.77215,0.6538361867856414,False
上证50ETF华夏,9月,2.85,3.057,2578251.86862345,-14231160.491736958,-11652908.623113507,16809412.360360406,3005.0,16992.0,19997.0,364.0,10654.0,11018.0,0.001149,0.29755,0.90715,0.7587077958730828,False
上证50ETF华夏,9月,2.9,3.057,1482867.57139641,-14604355.440900268,-13121487.869503858,16087223.012296678,4299.0,15539.0,19838.0,1127.0,8015.0,9142.0,0.001462,0.3635,0.6874,0.7408189118103439,False
上证50ETF华夏,9月,2.95,3.057,12296564.423585817,-9046582.691969158,3249981.731616659,21343147.115554973,7842.0,8886.0,16728.0,3167.0,4478.0,7645.0,0.001755,0.24565,1.3836499999999998,0.7365715881455913,True
上证50ETF华夏,9月,3.0,3.057,24172381.8133542,-11072616.788245859,13099765.025108343,35244998.60160006,13890.0,10418.0,24308.0,5831.0,6529.0,12360.0,0.0018805,0.15414999999999998,1.4997500000000001,0.8177225280583114,True
上证50ETF华夏,9月,3.1,3.057,41901877.953887396,-11588626.86060456,30313251.093282834,53490504.81449196,24460.0,10972.0,35432.0,10133.0,4468.0,14601.0,0.0020445000000000003,-0.002250000000000002,1.4816500000000001,0.8609484358910049,True
上证50ETF华夏,9月,3.2,3.057,37450236.35162835,-9929966.74479405,27520269.6068343,47380203.0964224,26095.0,10631.0,36726.0,13437.0,1335.0,14772.0,0.0022445,-0.12715,1.2676,0.8579572184512764,True
上证50ETF华夏,9月,3.3,3.057,32892575.703038998,-4350803.0947119,28541772.6083271,37243378.7977509,30150.0,5442.0,35592.0,17993.0,632.0,18625.0,0.0024565000000000003,-0.2172,1.01145,0.8562393500645306,False
上证50ETF华夏,9月,3.4,3.057,12743425.540851388,-1930969.1770142398,10812456.363837149,14674394.717865627,16037.0,2812.0,18849.0,9152.0,446.0,9598.0,0.002641,-0.28205,0.79255,0.7272624590379684,False
上证50ETF华夏,9月,3.5,3.057,16782652.707111362,-1301384.42450874,15481268.282602623,18084037.1316201,28984.0,2117.0,31101.0,12473.0,78.0,12551.0,0.0026379999999999997,-0.34165,0.6387,0.7977580697516061,False
上证50ETF华夏,9月,3.6,3.057,34336660.864895366,-1378404.0417621601,32958256.823133208,35715064.906657524,78059.0,2758.0,80817.0,67417.0,40.0,67457.0,0.0032275000000000003,-0.34165,0.50275,0.9034653879804044,False
中证500ETF南方,12月,7.0,8.698,2053496.3407873209,-3658649.350942081,-1605153.01015476,5712145.691729402,2717.0,4686.0,7403.0,50.0,1027.0,1077.0,0.001733,0.35345,0.10155,0.48807092540262675,False
中证500ETF南方,12月,7.25,8.698,1916639.8595115202,-4823977.04988264,-2907337.19037112,6740616.90939416,2266.0,5274.0,7540.0,59.0,532.0,591.0,0.001728,0.3205,0.11635,0.48958499580262493,False
中证500ETF南方,12月,7.5,8.698,955836.9259604801,-4120684.76039456,-3164847.83443408,5076521.68635504,1028.0,3944.0,4972.0,159.0,545.0,704.0,0.0017250000000000002,0.28425,0.1305,0.43854508058341624,False
中证500ETF南方,12月,7.75,8.698,1213587.39702012,-3756462.4510896006,-2542875.054069481,4970049.84810972,1207.0,3220.0,4427.0,386.0,287.0,673.0,0.0017205,0.24529999999999996,0.14355,0.4258394607183581,False
中证500ETF南方,12月,8.0,8.698,1687141.3112816003,-3780289.3010373604,-2093147.9897557602,5467430.612318961,1576.0,3021.0,4597.0,130.0,694.0,824.0,0.0017555000000000003,0.20295000000000002,0.15344999999999998,0.44272537611257307,False
中证500ETF南方,12月,8.25,8.698,7735859.604910082,-3098114.6486418005,4637744.956268282,10833974.253551882,2853.0,2385.0,5238.0,382.0,572.0,954.0,0.002284,0.27125,0.26505,0.5207244763364413,False
中证500ETF南方,12月,8.5,8.698,12312388.152861759,-3172291.5499556405,9140096.60290612,15484679.702817399,3719.0,2373.0,6092.0,279.0,224.0,503.0,0.00251,0.15865,0.30715,0.5480095065771365,True
中证500ETF南方,12月,8.75,8.698,7888316.189250682,-3619579.4904924007,4268736.698758281,11507895.679743081,2447.0,2703.0,5150.0,738.0,668.0,1406.0,0.0026645,0.07454999999999998,0.30155,0.5384705477879471,True
中证500ETF南方,12月,9.0,8.698,9355070.108520081,-1118969.2161375205,8236100.89238256,10474039.324657602,3121.0,851.0,3972.0,422.0,117.0,539.0,0.0027990000000000003,0.0040999999999999925,0.28500000000000003,0.4753520364026179,True
中证500ETF南方,12月,9.25,8.698,3183034.5889236405,-693609.9364801602,2489424.65244348,3876644.525403801,1199.0,548.0,1747.0,362.0,113.0,475.0,0.0029605,-0.0539,0.2591,0.32418963662911543,False
中证500ETF南方,12月,9.5,8.698,5120037.046591761,-1416265.4188800002,3703771.6277117603,6536302.465471761,2143.0,1200.0,3343.0,179.0,0.0,179.0,0.0031355,-0.10349999999999998,0.2359,0.4020184005297149,False
中证500ETF南方,12月,9.75,8.698,7039130.404369003,-2729776.69623924,4309353.708129764,9768907.100608243,3365.0,2099.0,5464.0,169.0,18.0,187.0,0.002938,-0.16024999999999998,0.2242,0.4727055140926628,False
中证500ETF南方,12月,10.0,8.698,10354818.071434202,-4935065.368676041,5419752.70275816,15289883.440110244,5691.0,3951.0,9642.0,655.0,40.0,695.0,0.003006,-0.20095000000000002,0.20279999999999998,0.5870791586090257,False
中证500ETF南方,12月,10.5,8.698,2849185.57436856,-1238728.3778613603,1610457.1965072,4087913.952229921,2583.0,1123.0,3706.0,938.0,18.0,956.0,1e-06,-0.1724,0.1458,0.40302690598558577,False
中证500ETF南方,7月,7.0,8.698,129229.68016056002,-2234943.99930072,-2105714.31914016,2364173.6794612803,2058.0,13551.0,15609.0,84.0,786.0,870.0,0.0023439999999999997,0.4962,0.015050000000000001,0.45407194478107527,False
中证500ETF南方,7月,7.25,8.698,331294.13831600006,-2447687.946052801,-2116393.807736801,2778982.0843688007,1510.0,9460.0,10970.0,195.0,1143.0,1338.0,0.0020770000000000003,0.49229999999999996,0.0316,0.4549101801720115,False
中证500ETF南方,7月,7.5,8.698,622557.5950915202,-7782823.329345122,-7160265.734253602,8405380.924436642,1039.0,16646.0,17685.0,193.0,2571.0,2764.0,0.0018575000000000002,0.48164999999999997,0.07050000000000001,0.6174758470753069,False
中证500ETF南方,7月,7.75,8.698,1433654.01096736,-16227185.597642763,-14793531.586675402,17660839.608610123,1096.0,17741.0,18837.0,368.0,7979.0,8347.0,0.0016615,0.45725,0.1469,0.7394982374409691,False
中证500ETF南方,7月,8.0,8.698,12014346.746359881,-81530991.89798142,-69516645.15162154,93545338.6443413,5161.0,43193.0,48354.0,1819.0,35874.0,37693.0,0.0014995000000000002,0.40775,0.27859999999999996,0.9188833584128157,False
中证500ETF南方,7月,8.25,8.698,39080591.38381536,-241300639.00559366,-202220047.6217783,280381230.389409,11358.0,64304.0,75662.0,6603.0,89388.0,95991.0,0.0013925,0.31594999999999995,0.4754,0.9597332291286503,False
中证500ETF南方,7月,8.5,8.698,252618530.4232509,-335470021.8697851,-82851491.44653416,588088552.293036,29963.0,57475.0,87438.0,69068.0,170684.0,239752.0,0.002068,0.26295,0.94295,0.9774423549329941,True
中证500ETF南方,7月,8.75,8.698,683102699.6519873,-376386448.0593757,306716251.5926116,1059489147.7113631,72535.0,61534.0,134069.0,189153.0,236594.0,425747.0,0.0024725000000000003,-0.029699999999999976,1.02665,0.9967332123411978,True
中证500ETF南方,7月,9.0,8.698,641718770.4513512,-208433642.81458807,433285127.6367631,850152413.2659392,100786.0,43455.0,144241.0,263976.0,111290.0,375266.0,0.0027595,-0.2354,0.7378,0.9956168642181992,True
中证500ETF南方,7月,9.25,8.698,266741880.22046882,-43786005.38074942,222955874.8397194,310527885.6012182,84510.0,12847.0,97357.0,155107.0,17455.0,172562.0,0.0032109999999999994,-0.34055,0.43385,0.9743362720450589,False
中证500ETF南方,7月,9.5,8.698,76561202.30377345,-7434515.092201561,69126687.21157189,83995717.39597501,51843.0,2959.0,54802.0,73686.0,2162.0,75848.0,0.003359,-0.4089,0.26365,0.9325818919430052,False
中证500ETF南方,7月,9.75,8.698,28218875.123508725,-1335184.2236491202,26883690.899859603,29554059.347157847,34314.0,838.0,35152.0,28537.0,576.0,29113.0,0.0034525000000000003,-0.45285,0.15965000000000001,0.8553963543134546,False
中证500ETF南方,7月,10.0,8.698,9547198.768734202,-1000924.4013363202,8546274.367397882,10548123.170070522,19873.0,646.0,20519.0,8542.0,430.0,8972.0,0.0045765,-0.43395,0.13415,0.7006253166433087,False
中证500ETF南方,7月,10.5,8.698,2701890.9445968806,-88735.9887716,2613154.9558252804,2790626.9333684808,11266.0,370.0,11636.0,4246.0,114.0,4360.0,1e-06,-0.49239999999999995,0.0317,0.5008032708679675,False
中证500ETF南方,8月,7.5,8.698,84885.13888800002,-3939669.0930960006,-3854783.9542080006,4024554.2319840007,68.0,3156.0,3224.0,26.0,3970.0,3996.0,1e-06,0.37970000000000004,0.165,0.43680044864843265,False
中证500ETF南方,8月,7.75,8.698,419029.9652907201,-16366158.911526484,-15947128.946235765,16785188.876817204,262.0,10233.0,10495.0,52.0,8367.0,8419.0,1e-06,0.32609999999999995,0.2114,0.6851328718432323,False
中证500ETF南方,8月,8.0,8.698,1889435.0047051604,-20688982.272176404,-18799547.267471243,22578417.276881564,979.0,9555.0,10534.0,195.0,6070.0,6265.0,0.0015105000000000001,0.28505,0.27065,0.6940923358436668,False
中证500ETF南方,8月,8.25,8.698,6585590.317773681,-27400257.0672512,-20814666.74947752,33985847.38502488,2078.0,10289.0,12367.0,1223.0,9485.0,10708.0,0.0021225000000000003,0.3166,0.38544999999999996,0.7530044977181263,False
中证500ETF南方,8月,8.5,8.698,31090487.169999007,-27618596.472891126,3471890.6971078813,58709083.64289013,6275.0,9327.0,15602.0,4582.0,11094.0,15676.0,0.00239,0.1574,0.52315,0.8073669961370367,True
中证500ETF南方,8月,8.75,8.698,54633966.01186477,-36459261.12664584,18174704.885218926,91093227.13851061,10897.0,12222.0,23119.0,14180.0,14628.0,28808.0,0.0025545000000000003,0.01824999999999999,0.5285,0.8768594345883599,True
中证500ETF南方,8月,9.0,8.698,58948228.98618209,-21067834.784830883,37880394.20135121,80016063.77101298,13397.0,7508.0,20905.0,12962.0,4995.0,17957.0,0.002706,-0.1008,0.47625,0.853587621656551,True
中证500ETF南方,8月,9.25,8.698,50950806.64448281,-5183386.175109122,45767420.46937369,56134192.819591925,14421.0,2112.0,16533.0,14153.0,619.0,14772.0,0.002915,-0.19289999999999996,0.39570000000000005,0.8075551198113016,False
中证500ETF南方,8月,9.5,8.698,26382966.9321856,-1625814.4463671604,24757152.485818442,28008781.37855276,9907.0,709.0,10616.0,11672.0,118.0,11790.0,0.0029005,-0.27475,0.32755,0.7307545033485787,False
中证500ETF南方,8月,9.75,8.698,11646107.902274562,-401962.9078203601,11244144.994454201,12048070.810094923,6032.0,197.0,6229.0,6424.0,11.0,6435.0,0.0025875,-0.3663,0.26244999999999996,0.6081103616403374,False
中证500ETF南方,8月,10.0,8.698,11085749.476599602,-36683.69531552,11049065.781284083,11122433.171915121,8118.0,58.0,8176.0,5269.0,10.0,5279.0,0.0021115,-0.4533,0.13205,0.6108641320994578,False
中证500ETF南方,8月,10.5,8.698,6235585.1344044,-100704.64204440001,6134880.4923600005,6336289.7764488,5387.0,87.0,5474.0,6043.0,14.0,6057.0,1e-06,-0.39180000000000004,0.153,0.5363918202496203,False
中证500ETF南方,9月,6.5,8.698,2728630.51989864,-28981649.804037724,-26253019.28413908,31710280.323936366,7609.0,82029.0,89638.0,40.0,209018.0,209058.0,0.0018325000000000001,0.46964999999999996,0.047049999999999995,0.9128197456293157,False
中证500ETF南方,9月,6.75,8.698,1241883.9564202002,-39196571.56809942,-37954687.61167922,40438455.524519615,2335.0,77909.0,80244.0,85.0,30848.0,30933.0,0.0017790000000000002,0.4528,0.0684,0.8961950910633765,False
中证500ETF南方,9月,7.0,8.698,888222.3570416002,-16519080.775371684,-15630858.418330085,17407303.132413283,1198.0,23837.0,25035.0,9.0,6513.0,6522.0,0.0017165000000000001,0.43,0.0948,0.7547680180971509,False
中证500ETF南方,9月,7.25,8.698,661743.9645553601,-9806379.123149442,-9144635.158594081,10468123.087704802,677.0,10504.0,11181.0,50.0,4158.0,4208.0,0.0016595,0.39945,0.1263,0.6186346390825109,False
中证500ETF南方,9月,7.5,8.698,4878608.42924308,-18367643.056115843,-13489034.626872763,23246251.485358924,3983.0,14968.0,18951.0,5.0,3714.0,3719.0,0.001629,0.3589,0.16205,0.731847559860053,False
中证500ETF南方,9月,7.75,8.698,5033457.23113416,-15425785.909263602,-10392328.678129442,20459243.14039776,3433.0,9990.0,13423.0,119.0,2778.0,2897.0,0.001606,0.30895,0.19895000000000002,0.6830491134902926,False
中证500ETF南方,9月,8.0,8.698,6799272.389055361,-19929777.760724165,-13130505.371668804,26729050.149779525,4041.0,10814.0,14855.0,420.0,3071.0,3491.0,0.001606,0.2492,0.23299999999999998,0.7099393934414525,False
中证500ETF南方,9月,8.25,8.698,26769524.170815445,-32285862.846312243,-5516338.675496798,59055387.01712769,8246.0,15609.0,23855.0,726.0,2518.0,3244.0,0.0022489999999999997,0.27949999999999997,0.35124999999999995,0.7914332178243761,False
中证500ETF南方,9月,8.5,8.698,36818257.93101053,-33648068.082622,3170189.8483885303,70466326.01363254,8941.0,15310.0,24251.0,2322.0,5111.0,7433.0,0.0024869999999999996,0.14675,0.4174,0.8274860279092995,True
中证500ETF南方,9月,8.75,8.698,41017951.690598406,-19982649.40003956,21035302.290558845,61000601.09063797,10085.0,9111.0,19196.0,3493.0,3973.0,7466.0,0.002656,0.03645000000000001,0.41374999999999995,0.8041941049707058,True
中证500ETF南方,9月,9.0,8.698,46181101.6117416,-12058206.337774802,34122895.273966804,58239307.9495164,12638.0,5622.0,18260.0,6424.0,1852.0,8276.0,0.0027834999999999995,-0.0582,0.38325,0.7961388256906523,True
中证500ETF南方,9月,9.25,8.698,24298594.1895418,-5927641.974803002,18370952.2147388,30226236.164344802,7715.0,2929.0,10644.0,4431.0,899.0,5330.0,0.0029045,-0.13795000000000002,0.3419,0.7100355138045595,False
中证500ETF南方,9月,9.5,8.698,25555108.349311523,-3688403.0295712007,21866705.31974032,29243511.378882725,9788.0,2045.0,11833.0,3404.0,65.0,3469.0,0.0031165,-0.19845000000000002,0.29175,0.7007189547282764,False
中证500ETF南方,9月,9.75,8.698,34115649.01852769,-3518529.8607177604,30597119.157809928,37634178.879245445,16151.0,1974.0,18125.0,3789.0,0.0,3789.0,0.0030210000000000002,-0.26339999999999997,0.2574,0.7552231044305255,False
中证500ETF南方,9月,10.0,8.698,26762171.24153868,-1199952.0596032003,25562219.18193548,27962123.30114188,15927.0,736.0,16663.0,6029.0,0.0,6029.0,0.0030575000000000003,-0.31115,0.2188,0.7412806739720655,False
中证500ETF南方,9月,10.5,8.698,5940882.392055041,-136645.40325664004,5804236.988798401,6077527.795311681,4652.0,107.0,4759.0,6644.0,11.0,6655.0,1e-06,-0.33609999999999995,0.1688,0.5252431604066505,False
中证500ETF嘉实,12月,2.9,3.455,177782.41065399998,-136505.25253625,41277.15811774999,314287.66319024994,466.0,365.0,831.0,30.0,129.0,159.0,0.0017295000000000001,0.3371,0.31645,0.07726345743059541,False
中证500ETF嘉实,12月,2.95,3.455,341503.84144975,-172516.27270500004,168987.56874474997,514020.11415475,829.0,434.0,1263.0,1.0,39.0,40.0,0.001753,0.31655,0.33905,0.10222126186455616,False
中证500ETF嘉实,12月,3.0,3.455,248592.96232425002,-321093.55799400003,-72500.59566975001,569686.52031825,563.0,759.0,1322.0,136.0,341.0,477.0,0.0017435000000000003,0.2966,0.36214999999999997,0.13781387830323322,False
中证500ETF嘉实,12月,3.1,3.455,249463.05207650003,-242746.44621975,6716.605856750015,492209.49829625,502.0,501.0,1003.0,19.0,315.0,334.0,0.001662,0.25655,0.4111,0.11295546859878701,False
中证500ETF嘉实,12月,3.2,3.455,318920.90007374994,-510347.2109325,-191426.31085875008,829268.1110062499,585.0,1010.0,1595.0,161.0,196.0,357.0,0.0017540000000000001,0.20645000000000002,0.44,0.16687755871239843,False
中证500ETF嘉实,12月,3.3,3.455,977754.3167945001,-499120.43892,478633.8778745001,1476874.7557145,931.0,930.0,1861.0,234.0,301.0,535.0,0.002514,0.20615,0.6647000000000001,0.23923267283271143,True
中证500ETF嘉实,12月,3.4,3.455,1228918.2755632498,-435426.1447035,793492.1308597499,1664344.4202667498,1011.0,762.0,1773.0,70.0,124.0,194.0,0.0024905,0.13215,0.7484999999999999,0.23462636091079692,True
中证500ETF嘉实,12月,3.5,3.455,1576790.87796125,-316691.660655,1260099.21730625,1893482.53861625,1345.0,578.0,1923.0,84.0,54.0,138.0,0.0026995,0.05545,0.72055,0.2454362473120274,True
中证500ETF嘉实,12月,3.6,3.455,1419962.124141,-467289.64553599997,952672.4786050001,1887251.769677,1254.0,896.0,2150.0,94.0,32.0,126.0,0.0028455000000000004,-0.010899999999999993,0.69275,0.24869985938957487,True
中证500ETF嘉实,12月,3.7,3.455,747347.0539470001,-399342.189312,348004.86463500006,1146689.2432590001,804.0,768.0,1572.0,22.0,30.0,52.0,0.0030164999999999997,-0.061549999999999994,0.60715,0.17251877642228014,False
中证500ETF嘉实,12月,3.8,3.455,1137732.05780975,-352871.23161675,784860.8261930001,1490603.2894265,1249.0,737.0,1986.0,163.0,0.0,163.0,0.003106,-0.11715000000000003,0.5821000000000001,0.22152576487551856,False
中证500ETF嘉实,12月,3.9,3.455,913057.7899590002,-335669.143,577388.6469590003,1248726.932959,1143.0,740.0,1883.0,235.0,0.0,235.0,0.0032395,-0.15830000000000002,0.5246,0.20564896571854627,False
中证500ETF嘉实,12月,4.0,3.455,1008407.6420325001,-288350.7759,720056.8661325001,1296758.4179325001,1455.0,671.0,2126.0,574.0,0.0,574.0,0.0033675000000000003,-0.19295,0.4703,0.23137219305527004,False
中证500ETF嘉实,12月,4.1,3.455,247145.83678349998,-26013.164880000004,221132.67190349998,273159.0016635,414.0,64.0,478.0,404.0,0.0,404.0,0.0035065,-0.22089999999999999,0.4203,0.07582867175332703,False
中证500ETF嘉实,7月,2.9,3.455,437211.4461625,-481723.77679575,-44512.33063325001,918935.22295825,1054.0,4731.0,5785.0,7.0,1578.0,1585.0,0.00773,0.4069,0.21639999999999998,0.30476526205162147,False
中证500ETF嘉实,7月,2.95,3.455,128445.4926265,-421913.6711440001,-293468.17851750006,550359.1637705001,1057.0,3472.0,4529.0,257.0,1122.0,1379.0,0.0018105000000000003,0.4911,0.1018,0.24405710839558087,False
中证500ETF嘉实,7月,3.0,3.455,447455.8010175,-483749.25119775,-36293.45018024999,931205.05221525,1221.0,2943.0,4164.0,76.0,716.0,792.0,0.003939,0.47309999999999997,0.22235,0.2593945117053208,False
