market_type,underlying,commodity,exchange,contract_month,underlying_price,call_wall,put_wall,call_oi_wall,put_oi_wall,max_gamma_strike,net_gamma_strike,gex_flip,price_wall,net_gex,total_abs_gex,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,total_oi,total_volume,total_amount,gamma_regime,volume_wall,amount_wall
ETF,中证500ETF嘉实,,,8月,3.134,3.2,3.1,3.4,3.0,3.2,3.4,3.2,3.2,53541395.27658968,142602465.92189872,98071930.5992442,44530535.32265452,2.2023523833397745,0.6877295561842302,0.31227044381576996,143221.0,171998.0,,Positive Gamma,,
ETF,中证500ETF嘉实,,,9月,3.134,3.3,2.8,3.9,2.8,3.3,2.8,3.4,3.2,17559437.86060268,83025353.64980915,50292395.75520592,32732957.894603238,1.536445191331082,0.6057474439354168,0.3942525560645833,130524.0,44968.0,,Positive Gamma,,
ETF,创业板ETF易方达,,,12月,3.612,4.8,3.2,4.8,3.2,3.2,4.8,4.1,3.5,10292732.852844957,50412214.580868006,30352473.71685648,20059740.864011522,1.5131039788909133,0.6020857042129544,0.39791429578704557,100747.0,80129.0,,Positive Gamma,,
ETF,创业板ETF易方达,,,3月,3.612,4.0,3.2,4.0,3.2,4.0,4.0,3.3,3.6,1192795.1582601601,3236577.5029392,2214686.33059968,1021891.17233952,2.167242844000083,0.6842679739905748,0.3157320260094252,6977.0,3538.0,,Positive Gamma,,
ETF,创业板ETF易方达,,,8月,3.612,3.6,3.6,4.0,3.6,3.6,3.8,4.0,3.6,115879975.76848899,901308196.6550727,508594086.21178085,392714110.44329184,1.2950746425629698,0.5642843237188687,0.4357156762811313,992249.0,1281623.0,,Positive Gamma,,
ETF,创业板ETF易方达,,,9月,3.612,3.9,2.9,4.8,2.85,3.9,2.9,,3.6,-26439641.782686718,270100127.8509811,121830243.03414722,148269884.81683388,0.8216789483896272,0.4510558510411482,0.5489441489588518,524535.0,191964.0,,Negative Gamma,,
ETF,沪深300ETF华泰柏瑞,,,12月,4.753,5.0,4.5,5.0,4.3,5.0,5.0,4.8,4.9,47671818.283908,118425087.78862257,83048453.03626528,35376634.75235729,2.347550964573628,0.7012741521838582,0.2987258478161417,95886.0,33052.0,,Positive Gamma,,
ETF,沪深300ETF华泰柏瑞,,,3月,4.753,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,5144348.211869579,14228259.34833604,9686303.78010281,4541955.56823323,2.132628475683366,0.6807792536643352,0.31922074633566483,11442.0,5186.0,,Positive Gamma,,
ETF,沪深300ETF华泰柏瑞,,,8月,4.753,4.8,4.7,5.0,4.7,4.8,4.9,4.9,4.8,306660226.4037422,1436000782.435483,871330504.4196125,564670278.0158703,1.5430783916612012,0.6067757866690159,0.393224213330984,576638.0,479634.0,,Positive Gamma,,
ETF,沪深300ETF华泰柏瑞,,,9月,4.753,5.0,4.5,5.25,4.0,5.0,5.0,5.0,4.9,109520765.68548234,499000577.4205916,304260671.5530369,194739905.8675546,1.5623950838302703,0.6097401191914561,0.3902598808085438,390350.0,58726.0,,Positive Gamma,,
ETF,沪深300ETF嘉实,,,12月,4.96,5.25,4.6,6.25,4.6,5.25,5.25,5.0,5.0,12418871.196928002,28899428.913408,20659150.055168007,8240278.858240002,2.5070935596444714,0.7148636091415327,0.28513639085846754,24625.0,14447.0,,Positive Gamma,,
ETF,沪深300ETF嘉实,,,3月,4.96,5.75,4.6,5.75,4.6,4.6,5.75,5.75,4.9,212512.06502400007,3203134.224384,1707823.1447039999,1495311.07968,1.1421189663554676,0.5331725194976599,0.4668274805023401,3361.0,2814.0,,Positive Gamma,,
ETF,沪深300ETF嘉实,,,8月,4.96,5.0,4.9,5.25,4.9,5.0,5.0,5.0,5.0,74492650.89536,224933399.57913604,149713025.23724803,75220374.341888,1.9903254476876127,0.6655882386402826,0.3344117613597174,103959.0,96248.0,,Positive Gamma,,
ETF,沪深300ETF嘉实,,,9月,4.96,5.25,5.25,6.25,4.2,5.25,5.0,5.0,5.0,24436401.732096,102517252.07910399,63476826.9056,39040425.173503995,1.6259256046391761,0.619181899809607,0.38081810019039297,92154.0,21374.0,,Positive Gamma,,
ETF,深证100ETF易方达,,,12月,3.761,4.6,3.4,4.6,3.4,4.6,4.6,3.8,3.8,1395095.9411105602,4221689.1606155,2808392.5508630304,1413296.6097524704,1.9871218337917769,0.6652295903409386,0.33477040965906146,6278.0,2734.0,,Positive Gamma,,
ETF,深证100ETF易方达,,,3月,3.761,4.2,3.3,4.2,3.3,4.2,4.2,,3.8,-25654.723055280003,326434.87858476,150390.07776474,176044.80082002,0.8542716232698733,0.4607046845507064,0.5392953154492935,586.0,280.0,,Negative Gamma,,
ETF,深证100ETF易方达,,,8月,3.761,3.9,3.7,4.6,3.7,3.9,3.9,3.8,3.7,16402619.507262768,40376861.449794285,28389740.47852853,11987120.971265761,2.3683535476601403,0.7031190503459296,0.2968809496540706,31666.0,28159.0,,Positive Gamma,,
ETF,深证100ETF易方达,,,9月,3.761,3.9,3.0,4.6,3.0,3.9,3.9,4.6,3.9,298711.43158323085,11545910.742021272,5922311.086802252,5623599.655219021,1.0531174781095964,0.5129358107063859,0.4870641892936141,16579.0,5487.0,,Positive Gamma,,
ETF,科创50ETF华夏,,,12月,1.911,2.55,1.3,2.55,1.3,2.55,2.55,2.25,1.9,7541326.860860521,44001010.18336842,25771168.52211447,18229841.66125395,1.4136803270699272,0.5856949287008756,0.41430507129912436,234934.0,101178.0,,Positive Gamma,,
ETF,科创50ETF华夏,,,3月,1.911,2.15,2.15,2.15,2.15,2.15,2.15,2.15,1.9,219138.26710229984,1935717.08665608,1077427.67687919,858289.4097768901,1.255319784452734,0.5566038985275626,0.44339610147243735,10283.0,3981.0,,Positive Gamma,,
ETF,科创50ETF华夏,,,8月,1.911,2.0,1.9,2.55,1.9,1.9,2.0,2.15,1.9,76942124.62886313,406920639.71067333,241931382.1697682,164989257.5409051,1.466346268694416,0.5945419292120081,0.4054580707879918,1113164.0,1602773.0,,Positive Gamma,,
ETF,科创50ETF华夏,,,9月,1.911,2.2,1.8,2.55,1.1,1.8,2.2,2.4,1.85,12372873.99913656,164082878.10159335,88227876.05036499,75855002.05122842,1.1631121701213665,0.5377031233919357,0.4622968766080647,861501.0,153358.0,,Positive Gamma,,
ETF,科创50ETF易方达,,,12月,1.848,2.15,2.15,2.15,1.25,2.15,2.45,2.15,1.8,1388087.4623616003,9942199.048615683,5665143.255488642,4277055.79312704,1.3245427531228773,0.56980786924372,0.43019213075628,55725.0,15328.0,,Positive Gamma,,
ETF,科创50ETF易方达,,,3月,1.848,2.1,1.85,2.1,1.85,2.1,2.1,1.95,1.85,159598.66995072,643412.35550592,401505.51272832,241906.84277760005,1.6597526060784025,0.6240251827502026,0.37597481724979753,3475.0,1427.0,,Positive Gamma,,
ETF,科创50ETF易方达,,,8月,1.848,1.9,1.85,2.45,1.85,1.85,2.45,2.05,1.85,17111250.25239168,63010036.2076416,40060643.23001664,22949392.977624964,1.7456079674558138,0.6357819427051566,0.36421805729484336,192030.0,154986.0,,Positive Gamma,,
ETF,科创50ETF易方达,,,9月,1.848,1.8,1.75,2.45,1.1,1.75,1.8,2.1,1.8,6119168.3207424,31984874.29855873,19052021.309650563,12932852.988908162,1.473149143966184,0.5956572200913438,0.404342779908656,170771.0,27473.0,,Positive Gamma,,
COMMODITY,AP,AP,CZCE,2610,,,,10000.0,7000.0,,,,8000.0,,,,,,,,60720.0,39791.0,32258685.0,,8000.0,8000.0
COMMODITY,AP,AP,CZCE,2611,,,,9800.0,6800.0,,,,9800.0,,,,,,,,1079.0,26.0,11835.0,,9400.0,7900.0
COMMODITY,AP,AP,CZCE,2701,,,,8800.0,6600.0,,,,8800.0,,,,,,,,3651.0,1020.0,771350.0,,8800.0,7300.0
COMMODITY,CF,CF,CZCE,2609,,,,17000.0,15000.0,,,,16000.0,,,,,,,,374331.0,145644.0,60633055.0,,16000.0,16000.0
COMMODITY,CF,CF,CZCE,2611,,,,16400.0,15400.0,,,,17000.0,,,,,,,,37295.0,10376.0,9900055.0,,17000.0,16400.0
COMMODITY,CF,CF,CZCE,2701,,,,18000.0,15800.0,,,,17000.0,,,,,,,,80326.0,11029.0,19548505.0,,16400.0,16400.0
COMMODITY,CF,CF,CZCE,2703,,,,18200.0,14600.0,,,,18200.0,,,,,,,,353.0,0.0,0.0,,14600.0,14600.0
COMMODITY,CF,CF,CZCE,2705,,,,17800.0,14400.0,,,,14600.0,,,,,,,,923.0,15.0,13425.0,,14600.0,14600.0
COMMODITY,CJ,CJ,CZCE,2609,,,,11000.0,7800.0,,,,8200.0,,,,,,,,120240.0,112752.0,19026925.0,,8000.0,8000.0
COMMODITY,CJ,CJ,CZCE,2612,,,,10000.0,8700.0,,,,10000.0,,,,,,,,5927.0,1042.0,619865.0,,10000.0,8700.0
COMMODITY,CJ,CJ,CZCE,2701,,,,10000.0,8500.0,,,,10000.0,,,,,,,,27593.0,3424.0,3309385.0,,9000.0,9000.0
COMMODITY,CJ,CJ,CZCE,2705,,,,9000.0,8400.0,,,,9000.0,,,,,,,,2250.0,127.0,185425.0,,9000.0,9000.0
COMMODITY,FG,FG,CZCE,2609,,,,1540.0,1000.0,,,,950.0,,,,,,,,1056163.0,286565.0,56379230.0,,950.0,900.0
COMMODITY,FG,FG,CZCE,2610,,,,1080.0,930.0,,,,1040.0,,,,,,,,21091.0,10601.0,2427750.0,,1040.0,1040.0
COMMODITY,FG,FG,CZCE,2611,,,,1200.0,850.0,,,,1200.0,,,,,,,,34693.0,8748.0,3820600.0,,1200.0,930.0
COMMODITY,FG,FG,CZCE,2612,,,,940.0,1140.0,,,,1200.0,,,,,,,,530.0,128.0,337760.0,,920.0,1200.0
COMMODITY,FG,FG,CZCE,2701,,,,1480.0,1000.0,,,,1480.0,,,,,,,,18511.0,1768.0,930520.0,,1480.0,980.0
COMMODITY,FG,FG,CZCE,2703,,,,990.0,1160.0,,,,930.0,,,,,,,,474.0,283.0,768420.0,,930.0,930.0
COMMODITY,FG,FG,CZCE,2705,,,,1280.0,1280.0,,,,1280.0,,,,,,,,663.0,348.0,912380.0,,1080.0,1100.0
COMMODITY,MA,MA,CZCE,2609,,,,3650.0,2500.0,,,,2500.0,,,,,,,,523520.0,649814.0,228325675.0,,2500.0,2600.0
COMMODITY,MA,MA,CZCE,2610,,,,3400.0,2300.0,,,,2300.0,,,,,,,,76638.0,50231.0,26388035.0,,2300.0,2600.0
COMMODITY,MA,MA,CZCE,2611,,,,3000.0,2200.0,,,,3000.0,,,,,,,,1927.0,37.0,18835.0,,3000.0,3000.0
COMMODITY,MA,MA,CZCE,2612,,,,2900.0,2225.0,,,,2850.0,,,,,,,,584.0,97.0,45905.0,,2250.0,2850.0
COMMODITY,MA,MA,CZCE,2701,,,,3300.0,2350.0,,,,2350.0,,,,,,,,12275.0,4501.0,4377330.0,,2350.0,2350.0
COMMODITY,MA,MA,CZCE,2703,,,,2900.0,2100.0,,,,2900.0,,,,,,,,402.0,75.0,66095.0,,2900.0,2900.0
COMMODITY,MA,MA,CZCE,2705,,,,2850.0,2350.0,,,,2350.0,,,,,,,,1071.0,279.0,341480.0,,2325.0,2325.0
COMMODITY,OI,OI,CZCE,2609,,,,11000.0,9500.0,,,,10400.0,,,,,,,,62224.0,87134.0,49372140.0,,10400.0,10000.0
COMMODITY,OI,OI,CZCE,2611,,,,11400.0,9100.0,,,,10200.0,,,,,,,,6611.0,3484.0,5721730.0,,10200.0,10200.0
COMMODITY,OI,OI,CZCE,2701,,,,11200.0,9200.0,,,,10400.0,,,,,,,,5112.0,1933.0,5505235.0,,10400.0,11000.0
COMMODITY,OI,OI,CZCE,2703,,,,10600.0,9600.0,,,,9600.0,,,,,,,,769.0,20.0,98285.0,,9800.0,9800.0
COMMODITY,OI,OI,CZCE,2705,,,,10400.0,8600.0,,,,10600.0,,,,,,,,179.0,31.0,78035.0,,10600.0,10600.0
COMMODITY,PF,PF,CZCE,2609,,,,7800.0,5900.0,,,,7300.0,,,,,,,,4096.0,1630.0,918222.0,,7300.0,7300.0
COMMODITY,PF,PF,CZCE,2610,,,,7800.0,7200.0,,,,7800.0,,,,,,,,1248.0,100.0,27683.0,,8400.0,8000.0
COMMODITY,PF,PF,CZCE,2611,,,,8000.0,6700.0,,,,7500.0,,,,,,,,304.0,118.0,116628.0,,6500.0,7500.0
COMMODITY,PK,PK,CZCE,2610,,,,8500.0,8100.0,,,,8500.0,,,,,,,,107908.0,28584.0,7328761.0,,8500.0,8500.0
COMMODITY,PK,PK,CZCE,2611,,,,9000.0,8000.0,,,,9000.0,,,,,,,,23705.0,6837.0,2611561.0,,9000.0,8400.0
COMMODITY,PK,PK,CZCE,2612,,,,9300.0,8100.0,,,,8600.0,,,,,,,,11603.0,1033.0,426527.0,,7400.0,7900.0
COMMODITY,PK,PK,CZCE,2701,,,,9100.0,7600.0,,,,8200.0,,,,,,,,610.0,21.0,11686.0,,8200.0,8200.0
COMMODITY,PL,PL,CZCE,2609,,,,7100.0,7600.0,,,,7700.0,,,,,,,,913.0,309.0,756550.0,,7700.0,7700.0
COMMODITY,PL,PL,CZCE,2610,,,,8500.0,6700.0,,,,8500.0,,,,,,,,830.0,466.0,1263950.0,,8500.0,7600.0
COMMODITY,PR,PR,CZCE,2609,,,,8000.0,6700.0,,,,7500.0,,,,,,,,1218.0,24.0,20094.0,,9000.0,7500.0
COMMODITY,PR,PR,CZCE,2610,,,,7900.0,6800.0,,,,7400.0,,,,,,,,652.0,107.0,278830.0,,8300.0,7400.0
COMMODITY,PR,PR,CZCE,2611,,,,6900.0,6500.0,,,,7300.0,,,,,,,,166.0,46.0,203580.0,,7400.0,7300.0
COMMODITY,PX,PX,CZCE,2609,,,,9000.0,7500.0,,,,8000.0,,,,,,,,154352.0,426969.0,93070950.0,,8000.0,8000.0
COMMODITY,PX,PX,CZCE,2610,,,,9000.0,7500.0,,,,8000.0,,,,,,,,6938.0,750.0,662295.0,,8000.0,8000.0
COMMODITY,PX,PX,CZCE,2611,,,,9500.0,6600.0,,,,9500.0,,,,,,,,903.0,242.0,119576.0,,9500.0,9500.0
COMMODITY,PX,PX,CZCE,2612,,,,8900.0,6600.0,,,,8900.0,,,,,,,,421.0,0.0,0.0,,6600.0,6600.0
COMMODITY,PX,PX,CZCE,2701,,,,9200.0,7500.0,,,,7200.0,,,,,,,,1102.0,30.0,25976.0,,7200.0,7200.0
COMMODITY,RM,RM,CZCE,2609,,,,2750.0,2200.0,,,,2500.0,,,,,,,,199709.0,332940.0,76315675.0,,2500.0,2400.0
COMMODITY,RM,RM,CZCE,2611,,,,2650.0,2100.0,,,,2300.0,,,,,,,,19227.0,22170.0,10353260.0,,2300.0,2300.0
COMMODITY,RM,RM,CZCE,2701,,,,2650.0,2200.0,,,,2650.0,,,,,,,,45620.0,20167.0,12061095.0,,2650.0,2400.0
COMMODITY,RM,RM,CZCE,2703,,,,2500.0,2050.0,,,,2050.0,,,,,,,,5589.0,88.0,50695.0,,2075.0,2350.0
COMMODITY,RM,RM,CZCE,2705,,,,2500.0,2050.0,,,,2200.0,,,,,,,,1790.0,186.0,134780.0,,2200.0,2200.0
COMMODITY,SA,SA,CZCE,2609,,,,1580.0,1000.0,,,,1020.0,,,,,,,,644142.0,225634.0,47264660.0,,1020.0,1000.0
COMMODITY,SA,SA,CZCE,2610,,,,1300.0,920.0,,,,1100.0,,,,,,,,30957.0,10402.0,2406350.0,,1100.0,1100.0
COMMODITY,SA,SA,CZCE,2611,,,,1300.0,970.0,,,,1300.0,,,,,,,,36235.0,8220.0,3361310.0,,1300.0,1040.0
COMMODITY,SA,SA,CZCE,2612,,,,1060.0,990.0,,,,1280.0,,,,,,,,510.0,20.0,45650.0,,1300.0,1280.0
COMMODITY,SA,SA,CZCE,2701,,,,1560.0,1020.0,,,,1560.0,,,,,,,,20108.0,1748.0,592280.0,,1560.0,1560.0
COMMODITY,SA,SA,CZCE,2703,,,,1200.0,1180.0,,,,1180.0,,,,,,,,936.0,150.0,492660.0,,1160.0,1240.0
COMMODITY,SA,SA,CZCE,2705,,,,1400.0,1060.0,,,,1300.0,,,,,,,,1530.0,461.0,1438650.0,,1200.0,1300.0
COMMODITY,SF,SF,CZCE,2609,,,,6000.0,5700.0,,,,5800.0,,,,,,,,43980.0,40599.0,9402220.0,,6000.0,5900.0
COMMODITY,SF,SF,CZCE,2610,,,,6300.0,5000.0,,,,5500.0,,,,,,,,5040.0,1847.0,331855.0,,6600.0,6200.0
COMMODITY,SF,SF,CZCE,2611,,,,6000.0,5600.0,,,,6200.0,,,,,,,,8063.0,3038.0,1484375.0,,6200.0,6200.0
COMMODITY,SF,SF,CZCE,2612,,,,6400.0,5500.0,,,,6400.0,,,,,,,,281.0,66.0,26485.0,,6400.0,6400.0
COMMODITY,SF,SF,CZCE,2701,,,,6000.0,5300.0,,,,5900.0,,,,,,,,798.0,110.0,63060.0,,5800.0,5800.0
COMMODITY,SH,SH,CZCE,2609,,,,2000.0,1800.0,,,,2000.0,,,,,,,,149125.0,207857.0,112124775.0,,2000.0,1900.0
COMMODITY,SH,SH,CZCE,2610,,,,2000.0,1720.0,,,,2000.0,,,,,,,,11081.0,5803.0,5507655.0,,2200.0,2000.0
COMMODITY,SH,SH,CZCE,2611,,,,2280.0,1780.0,,,,2280.0,,,,,,,,9569.0,2263.0,2965635.0,,2200.0,2080.0
COMMODITY,SH,SH,CZCE,2612,,,,2240.0,1780.0,,,,2120.0,,,,,,,,275.0,4.0,6600.0,,2120.0,2120.0
COMMODITY,SH,SH,CZCE,2701,,,,2640.0,1820.0,,,,2640.0,,,,,,,,3254.0,569.0,1165935.0,,2640.0,2640.0
COMMODITY,SM,SM,CZCE,2609,,,,6000.0,5700.0,,,,5800.0,,,,,,,,105945.0,60566.0,11052990.0,,5800.0,5800.0
COMMODITY,SM,SM,CZCE,2610,,,,6000.0,5500.0,,,,5600.0,,,,,,,,11000.0,5349.0,1709900.0,,5700.0,5700.0
COMMODITY,SM,SM,CZCE,2611,,,,6200.0,5600.0,,,,5700.0,,,,,,,,8815.0,3346.0,1615530.0,,6200.0,5300.0
COMMODITY,SM,SM,CZCE,2612,,,,6300.0,5600.0,,,,5600.0,,,,,,,,233.0,20.0,7200.0,,5600.0,5600.0
COMMODITY,SM,SM,CZCE,2701,,,,6400.0,5800.0,,,,6400.0,,,,,,,,7443.0,535.0,190890.0,,6400.0,6400.0
COMMODITY,SR,SR,CZCE,2609,,,,5500.0,5200.0,,,,5200.0,,,,,,,,402423.0,68621.0,16536920.0,,5200.0,5200.0
COMMODITY,SR,SR,CZCE,2611,,,,5700.0,5100.0,,,,5000.0,,,,,,,,49011.0,10780.0,5485970.0,,5000.0,5000.0
COMMODITY,SR,SR,CZCE,2701,,,,5800.0,5200.0,,,,6300.0,,,,,,,,110095.0,8384.0,5784720.0,,6300.0,5400.0
COMMODITY,SR,SR,CZCE,2703,,,,6100.0,5100.0,,,,6100.0,,,,,,,,1041.0,34.0,15170.0,,5000.0,5000.0
COMMODITY,SR,SR,CZCE,2705,,,,6000.0,5100.0,,,,6000.0,,,,,,,,1448.0,46.0,38600.0,,6000.0,5600.0
COMMODITY,TA,TA,CZCE,2609,,,,6300.0,5000.0,,,,6300.0,,,,,,,,305734.0,376829.0,138586278.0,,5500.0,6000.0
COMMODITY,TA,TA,CZCE,2610,,,,6000.0,5600.0,,,,6000.0,,,,,,,,24132.0,21927.0,13736000.0,,6000.0,5900.0
COMMODITY,TA,TA,CZCE,2611,,,,6800.0,4800.0,,,,4850.0,,,,,,,,1387.0,245.0,56855.0,,4850.0,4850.0
COMMODITY,TA,TA,CZCE,2612,,,,6300.0,4800.0,,,,4750.0,,,,,,,,1259.0,304.0,100851.0,,4700.0,4700.0
COMMODITY,TA,TA,CZCE,2701,,,,7400.0,5000.0,,,,7400.0,,,,,,,,23378.0,9085.0,7653925.0,,7400.0,5500.0
COMMODITY,TA,TA,CZCE,2703,,,,6200.0,4700.0,,,,6300.0,,,,,,,,482.0,84.0,62821.0,,6300.0,6300.0
COMMODITY,UR,UR,CZCE,2609,,,,2160.0,1800.0,,,,1800.0,,,,,,,,153617.0,30328.0,6890370.0,,1800.0,1800.0
COMMODITY,UR,UR,CZCE,2610,,,,1840.0,1640.0,,,,1840.0,,,,,,,,11849.0,4211.0,1259470.0,,1840.0,1840.0
COMMODITY,UR,UR,CZCE,2611,,,,1940.0,1580.0,,,,1760.0,,,,,,,,5713.0,1063.0,499630.0,,1800.0,1760.0
COMMODITY,UR,UR,CZCE,2612,,,,1920.0,1520.0,,,,1920.0,,,,,,,,549.0,6.0,8880.0,,1720.0,1720.0
COMMODITY,UR,UR,CZCE,2701,,,,2000.0,1600.0,,,,2000.0,,,,,,,,4736.0,111.0,139520.0,,1900.0,1900.0
COMMODITY,UR,UR,CZCE,2703,,,,1980.0,1620.0,,,,1720.0,,,,,,,,387.0,803.0,2173960.0,,1720.0,1680.0
COMMODITY,ZC,ZC,CZCE,2609,,,,560.0,560.0,,,,560.0,,,,,,,,0.0,0.0,0.0,,560.0,560.0
COMMODITY,ZC,ZC,CZCE,2610,,,,560.0,560.0,,,,560.0,,,,,,,,0.0,0.0,0.0,,560.0,560.0
COMMODITY,a,a,DCE,2609,,,,5000.0,4550.0,,,,5000.0,,,,,,,,113086.0,122678.0,29437950.0,,5000.0,4800.0
COMMODITY,a,a,DCE,2611,,,,4800.0,4600.0,,,,4800.0,,,,,,,,30017.0,3501.0,1936520.0,,4950.0,4950.0
COMMODITY,a,a,DCE,2701,,,,4800.0,4000.0,,,,4800.0,,,,,,,,5108.0,969.0,446945.0,,4100.0,4900.0
COMMODITY,a,a,DCE,2703,,,,5600.0,4400.0,,,,4400.0,,,,,,,,184.0,0.0,0.0,,4200.0,4200.0
COMMODITY,a,a,DCE,2705,,,,5600.0,4600.0,,,,5600.0,,,,,,,,80.0,0.0,0.0,,4300.0,4300.0
COMMODITY,a,a,DCE,2707,,,,5200.0,5400.0,,,,5400.0,,,,,,,,3.0,0.0,0.0,,4400.0,4400.0
COMMODITY,b,b,DCE,2609,,,,3850.0,3800.0,,,,3850.0,,,,,,,,48338.0,80537.0,26344265.0,,4000.0,3900.0
COMMODITY,b,b,DCE,2610,,,,3900.0,3500.0,,,,3900.0,,,,,,,,4837.0,6999.0,3944545.0,,3900.0,3900.0
COMMODITY,b,b,DCE,2611,,,,4000.0,3700.0,,,,3700.0,,,,,,,,161.0,17.0,5545.0,,3700.0,3700.0
COMMODITY,b,b,DCE,2612,,,,4300.0,3200.0,,,,3200.0,,,,,,,,143.0,0.0,0.0,,3200.0,3200.0
COMMODITY,b,b,DCE,2701,,,,4200.0,3700.0,,,,3700.0,,,,,,,,230.0,0.0,0.0,,3200.0,3200.0
COMMODITY,b,b,DCE,2702,,,,3600.0,3100.0,,,,3600.0,,,,,,,,5.0,0.0,0.0,,3100.0,3100.0
COMMODITY,b,b,DCE,2703,,,,3700.0,3300.0,,,,3700.0,,,,,,,,10.0,0.0,0.0,,3300.0,3300.0
COMMODITY,b,b,DCE,2704,,,,4100.0,3200.0,,,,4100.0,,,,,,,,98.0,0.0,0.0,,3200.0,3200.0
COMMODITY,b,b,DCE,2705,,,,3900.0,3400.0,,,,3400.0,,,,,,,,50.0,0.0,0.0,,3100.0,3100.0
COMMODITY,b,b,DCE,2706,,,,3600.0,3400.0,,,,3600.0,,,,,,,,15.0,0.0,0.0,,3100.0,3100.0
COMMODITY,b,b,DCE,2707,,,,3200.0,3200.0,,,,3200.0,,,,,,,,0.0,0.0,0.0,,3200.0,3200.0
COMMODITY,bz,bz,DCE,2609,,,,9000.0,6500.0,,,,8400.0,,,,,,,,3759.0,2527.0,11941680.0,,7000.0,8400.0
COMMODITY,bz,bz,DCE,2610,,,,8400.0,5400.0,,,,7300.0,,,,,,,,696.0,58.0,520260.0,,7300.0,7300.0
COMMODITY,bz,bz,DCE,2611,,,,7900.0,6800.0,,,,6800.0,,,,,,,,126.0,45.0,431850.0,,6800.0,6800.0
COMMODITY,bz,bz,DCE,2612,,,,7000.0,5800.0,,,,7000.0,,,,,,,,123.0,36.0,430530.0,,7000.0,7000.0
COMMODITY,bz,bz,DCE,2701,,,,8400.0,5400.0,,,,6600.0,,,,,,,,106.0,10.0,71205.0,,8800.0,6600.0
COMMODITY,bz,bz,DCE,2702,,,,8400.0,5200.0,,,,6400.0,,,,,,,,163.0,2.0,14910.0,,6400.0,6400.0
COMMODITY,bz,bz,DCE,2703,,,,7000.0,5400.0,,,,7000.0,,,,,,,,104.0,0.0,0.0,,5200.0,5200.0
COMMODITY,bz,bz,DCE,2704,,,,6600.0,6400.0,,,,6600.0,,,,,,,,77.0,0.0,0.0,,5200.0,5200.0
